N,P,K,temperature,humidity,ph,rainfall,label
33.66,13.34,30.85,33.92,94.64,5.99,123.73,coconut
68.62,51.98,60.32,36.96,96.78,6.91,200.92,jute
69.34,51.26,60.54,34.79,62.83,6.27,100.78,maize
103.72,47.44,67.12,30.63,86.9,6.02,77.73,watermelon
24.4,93.09,74.51,36.32,48.94,6.9,66.07,pigeonpeas
112.34,46.81,57.1,29.84,94.01,6.53,47.38,muskmelon
98.33,91.15,41.38,34.58,77.04,6.15,129.27,banana
31.76,46.31,42.96,27.54,77.98,5.26,65.04,blackgram
25.67,10.14,39.5,34.45,87.26,7.93,274.82,coconut
109.52,93.9,75.24,25.74,81.43,6.2,122.7,banana
21.62,25.32,11.83,22.85,91.16,6.27,181.03,orange
13.93,15.07,20.1,10.76,90.66,7.33,175.17,orange
27.44,67.26,64.26,38.31,25.41,6.88,53.68,mothbeans
2.52,29.86,12.54,11.81,94.39,6.45,165.03,orange
11.21,56.45,33.9,20.4,83.6,6.98,58.31,mungbean
73.98,67.65,77.32,27.87,95.96,6.43,241.75,jute
59.13,68.97,31.85,34.2,70.19,6.68,92.22,blackgram
13.6,41.69,191.93,16.37,91.14,5.91,131.48,apple
16.13,69.55,56.8,25.9,59.61,5.88,91.04,pigeonpeas
26.3,16.33,172.78,15.14,93.46,6.07,186.91,apple
36.72,23.47,39.19,25.23,70.12,7.14,116.91,mango
36.27,49.85,33.62,34.67,66.89,5.49,98.06,blackgram
26.41,64.25,47.67,16.09,21.3,6.52,61.3,lentil
111.07,38.57,21.97,19.72,92.21,6.06,288.61,coffee
60.66,64.44,54.37,33.29,81.48,6.17,238.97,jute
105.92,10.73,66.16,33.9,83.1,5.63,59.09,watermelon
11.58,34.51,73.0,23.22,91.62,6.32,159.67,pomegranate
3.82,17.03,198.01,17.33,94.01,6.1,133.63,apple
101.82,75.34,67.67,36.93,79.08,5.66,114.55,banana
64.99,77.63,86.1,26.82,67.74,6.3,63.29,maize
20.66,15.03,50.84,35.46,83.67,5.15,269.75,coconut
95.52,103.18,45.35,39.03,93.79,6.91,167.66,banana
11.93,63.99,62.57,34.3,66.65,5.49,82.97,pigeonpeas
82.21,42.83,41.51,29.87,85.42,5.72,124.63,watermelon
76.28,40.33,46.79,34.44,92.24,6.79,175.39,jute
15.0,39.59,46.42,28.5,52.1,5.61,103.24,mango
67.06,64.95,72.57,33.55,60.87,6.66,97.94,maize
25.13,59.37,32.82,24.68,33.38,6.35,46.21,lentil
23.94,62.44,46.65,27.52,58.15,6.84,79.52,mothbeans
19.79,68.83,45.48,28.98,42.85,6.52,50.83,mothbeans
84.0,37.68,41.16,33.88,90.7,6.95,57.32,muskmelon
39.35,55.43,43.97,20.01,33.0,6.63,53.13,lentil
23.48,83.43,94.99,16.08,39.84,5.86,108.56,kidneybeans
27.71,80.33,81.9,21.3,31.91,6.81,85.45,chickpea
38.97,61.81,23.92,25.08,32.96,6.86,38.27,lentil
12.58,164.73,215.19,13.34,82.21,6.0,91.53,grapes
37.31,21.49,42.61,30.88,63.13,6.12,173.83,mango
24.76,27.18,34.77,36.7,64.59,6.17,101.75,mango
86.41,38.4,58.65,31.07,88.32,6.42,212.94,rice
49.85,46.14,44.17,44.65,94.3,6.69,193.87,papaya
36.29,72.78,67.59,19.55,47.74,5.19,72.61,pigeonpeas
32.99,159.84,201.7,38.04,84.34,6.51,58.29,grapes
26.19,12.32,30.36,25.64,62.31,7.37,160.11,mango
90.94,99.46,42.07,25.74,84.66,6.03,131.56,banana
23.62,20.83,16.48,13.41,94.44,6.71,187.81,orange
16.49,45.51,155.23,20.57,91.05,6.09,131.66,apple
83.7,31.39,48.23,22.56,80.98,6.92,294.84,rice
27.73,63.59,72.02,37.9,64.57,6.11,79.39,pigeonpeas
112.67,48.38,71.71,33.66,84.93,5.56,148.43,watermelon
29.58,43.64,45.27,27.95,59.08,4.89,59.95,mothbeans
33.41,90.23,74.41,18.09,55.04,6.41,66.22,pigeonpeas
22.96,77.58,94.52,28.86,20.26,5.68,67.9,chickpea
39.42,38.97,46.44,21.99,92.83,6.58,173.94,pomegranate
26.57,67.86,46.16,23.65,22.98,7.2,51.61,lentil
32.45,76.58,43.02,24.66,84.34,6.92,30.45,mungbean
100.17,44.63,49.65,25.26,83.56,6.62,105.07,watermelon
95.75,17.67,42.45,33.45,89.89,5.75,54.67,watermelon
27.6,23.66,40.36,24.12,62.68,6.94,138.7,mango
12.92,71.19,30.37,15.1,24.49,6.35,62.75,lentil
117.12,41.44,63.49,20.84,99.58,6.48,199.37,coffee
36.46,77.1,76.49,15.19,35.91,6.29,108.77,kidneybeans
73.07,14.28,60.19,38.94,92.93,6.83,107.23,papaya
33.59,36.7,62.11,39.29,94.98,5.7,184.95,pomegranate
37.22,86.83,92.42,16.66,32.31,6.19,114.58,kidneybeans
85.04,76.58,78.48,21.96,50.73,7.24,61.28,maize
8.14,44.2,167.32,24.33,94.9,5.9,104.1,apple
4.05,19.37,28.77,14.65,94.89,7.49,155.56,orange
31.89,46.9,32.34,27.37,75.09,7.07,86.92,blackgram
119.33,60.42,28.0,18.61,86.6,6.33,263.55,coffee
82.79,46.65,70.26,28.95,98.44,6.66,193.64,jute
80.13,55.69,49.76,22.44,81.06,6.46,153.98,rice
20.2,15.36,63.4,32.63,93.56,7.0,137.12,pomegranate
113.5,79.59,47.8,32.57,94.22,5.59,157.68,banana
24.24,34.48,38.64,36.74,67.86,7.27,135.2,mango
40.87,29.34,60.04,31.43,90.66,6.38,167.23,papaya
3.21,38.78,192.73,6.42,90.1,5.83,105.65,apple
12.62,29.24,168.82,9.08,90.26,6.53,143.62,apple
12.01,75.09,41.68,29.75,89.68,6.27,62.42,mungbean
19.39,127.84,216.88,10.11,80.55,5.83,87.5,grapes
30.25,57.17,42.74,26.4,22.13,6.62,38.39,lentil
17.79,77.48,93.74,16.1,37.91,6.97,87.6,kidneybeans
39.58,62.25,34.78,30.76,77.57,5.9,94.39,blackgram
36.37,22.14,51.66,23.16,92.66,5.69,154.93,pomegranate
33.84,61.39,93.31,29.93,45.38,6.28,82.55,kidneybeans
73.5,58.29,39.7,27.78,90.55,6.05,295.77,rice
24.79,59.9,23.2,29.3,15.57,6.45,41.92,lentil
97.13,42.85,59.0,34.45,92.8,5.94,207.76,rice
18.33,194.67,230.65,29.36,83.24,5.54,98.27,grapes
35.52,70.28,62.21,27.97,56.0,6.32,61.66,pigeonpeas
16.34,17.96,43.26,39.45,77.47,6.51,177.46,mango
21.0,53.47,27.12,24.69,75.87,5.28,84.33,blackgram
20.76,66.27,37.21,23.45,89.18,6.3,55.3,mungbean
18.07,121.68,230.6,9.2,82.98,6.31,122.82,grapes
53.24,43.6,42.05,31.44,69.32,6.23,72.0,blackgram
99.08,85.57,75.5,38.41,83.4,6.42,192.69,banana
87.42,59.61,40.8,16.21,89.69,6.05,169.34,coffee
106.83,19.45,57.54,24.27,90.76,6.09,29.59,muskmelon
80.92,45.87,48.43,27.64,82.8,5.69,113.93,watermelon
21.47,41.53,185.21,14.74,92.25,6.79,195.68,apple
39.85,62.31,97.8,29.67,20.22,5.71,64.86,chickpea
12.91,22.13,43.54,37.32,81.84,5.64,105.91,coconut
12.0,16.02,175.18,20.04,92.21,6.24,184.88,apple
104.39,106.6,46.25,36.28,89.21,5.91,147.44,banana
34.18,23.86,30.15,31.71,82.96,7.73,134.92,coconut
11.17,73.48,48.59,30.14,86.25,7.06,59.35,mungbean
68.73,78.5,83.59,19.52,62.53,7.26,116.68,maize
72.79,51.43,64.55,33.98,89.63,6.4,248.62,jute
12.69,196.92,236.51,25.01,81.12,6.9,79.12,grapes
74.94,69.8,79.79,25.84,94.52,6.05,153.02,jute
16.03,34.15,47.0,28.63,78.57,5.6,106.49,mango
71.92,32.53,40.23,33.59,92.04,6.11,167.61,papaya
24.5,61.48,45.17,17.18,27.15,6.09,32.85,lentil
36.31,15.43,71.89,28.05,91.64,5.77,116.76,pomegranate
19.61,54.93,43.49,16.84,30.51,6.19,32.82,lentil
23.33,35.48,64.63,24.43,92.1,6.7,197.33,pomegranate
29.04,64.52,47.91,25.34,71.75,5.84,94.83,blackgram
54.74,67.79,32.59,24.71,65.59,6.43,75.72,blackgram
100.2,67.93,28.62,24.36,92.29,6.34,202.68,coffee
29.86,26.51,44.88,20.48,90.36,6.76,171.19,pomegranate
81.57,54.22,56.88,24.77,81.65,5.84,214.07,rice
69.73,71.67,85.67,32.11,61.92,6.84,72.3,maize
63.32,26.07,77.96,40.54,91.43,6.84,143.24,papaya
16.94,16.78,16.45,26.12,94.26,6.91,185.32,orange
95.01,29.44,56.28,34.41,91.78,6.96,57.45,muskmelon
31.44,168.3,200.92,23.2,81.09,6.95,64.14,grapes
12.16,192.72,247.04,10.88,82.66,5.96,82.5,grapes
14.5,72.99,99.49,19.52,23.77,6.09,78.38,chickpea
82.21,71.58,66.85,34.94,79.24,6.8,71.97,maize
27.18,30.65,157.69,23.04,93.79,6.6,170.92,apple
26.99,181.06,189.56,16.46,84.41,5.53,107.69,grapes
17.22,61.6,22.42,17.21,21.75,6.13,66.43,lentil
34.23,45.65,46.36,29.44,36.13,6.85,69.45,mothbeans
32.69,63.63,32.37,29.02,20.52,6.18,53.38,lentil
70.76,73.93,69.31,25.74,50.35,5.64,83.55,maize
37.18,71.08,109.34,17.11,24.46,5.78,115.76,kidneybeans
28.29,67.99,55.14,34.45,89.61,6.74,54.42,mungbean
13.62,73.04,66.89,21.74,64.02,6.94,68.59,pigeonpeas
101.5,16.41,40.31,30.77,90.69,6.16,23.08,muskmelon
11.68,69.33,63.72,31.84,28.03,5.57,67.94,mothbeans
10.99,78.74,76.56,25.23,67.97,6.26,97.37,pigeonpeas
16.8,53.68,68.6,37.61,30.08,3.6,76.68,mothbeans
27.0,60.18,26.62,27.05,78.11,5.62,70.53,blackgram
47.03,26.86,71.75,34.3,92.69,7.0,139.91,papaya
99.85,26.15,67.15,30.73,89.61,6.4,130.75,watermelon
15.1,47.8,56.71,33.5,89.08,6.96,59.86,mungbean
74.01,51.74,89.07,33.02,77.83,7.49,70.43,maize
24.85,16.46,14.75,16.57,92.52,7.12,150.32,orange
22.91,27.89,189.49,15.46,90.57,5.73,143.7,apple
97.19,54.24,49.0,33.07,92.06,5.78,283.88,rice
128.98,65.09,54.05,31.83,55.46,6.85,90.31,cotton
102.27,47.86,56.6,29.23,86.07,6.9,133.69,watermelon
108.65,49.92,53.94,37.33,93.49,6.69,33.03,muskmelon
52.23,49.85,26.27,25.19,72.0,6.21,93.64,blackgram
110.11,38.56,15.26,28.22,77.47,7.59,70.12,cotton
35.38,55.48,48.69,20.65,22.82,6.09,49.45,lentil
21.35,62.43,67.39,36.08,32.95,6.61,49.38,mothbeans
11.82,17.11,57.04,34.07,93.12,5.9,150.33,pomegranate
86.49,29.46,69.54,37.87,86.26,6.5,62.63,watermelon
15.72,57.05,64.43,36.29,53.1,6.58,76.88,mothbeans
144.61,31.23,48.68,39.21,83.59,6.11,89.84,cotton
34.71,188.56,209.06,11.31,82.19,5.85,75.38,grapes
102.76,11.43,60.54,33.75,90.96,6.27,45.61,muskmelon
34.08,78.33,89.32,12.67,16.1,6.59,79.86,chickpea
93.25,50.95,44.01,34.78,80.16,6.48,169.28,jute
97.57,71.6,54.49,37.4,92.54,6.19,105.51,banana
27.29,64.94,45.65,36.55,45.87,6.63,38.6,mothbeans
12.87,60.95,95.68,22.14,28.21,5.85,75.64,chickpea
96.99,56.32,37.74,29.9,92.26,6.33,229.45,rice
38.69,77.35,73.57,36.84,66.31,5.42,79.84,pigeonpeas
97.03,23.77,21.57,24.04,88.77,6.28,233.65,coffee
38.54,51.89,32.76,30.78,86.24,6.85,43.37,mungbean
99.53,26.05,71.82,36.22,90.67,6.09,56.33,muskmelon
48.6,20.87,46.79,39.37,93.85,6.46,171.41,papaya
20.65,62.78,90.76,11.35,34.81,5.85,81.6,chickpea
63.89,48.45,59.7,22.1,87.77,6.82,261.12,rice
95.57,66.42,70.31,33.02,82.4,6.53,185.68,jute
116.4,98.69,63.28,36.97,96.61,6.19,147.51,banana
119.57,11.57,66.2,31.08,89.49,5.87,103.21,watermelon
43.57,18.45,60.09,25.4,91.26,6.52,101.5,papaya
36.48,58.65,32.27,26.98,88.04,7.1,40.17,mungbean
19.25,60.38,56.96,30.98,43.9,4.19,51.54,mothbeans
10.58,86.14,61.53,31.45,57.66,5.45,93.89,pigeonpeas
104.66,19.35,43.2,24.01,93.04,6.36,50.09,muskmelon
35.79,55.06,45.62,15.2,27.31,7.15,67.39,lentil
112.41,31.46,51.13,24.99,81.62,6.84,118.6,watermelon
20.66,70.08,34.51,21.28,23.3,6.89,53.02,lentil
11.55,98.35,58.31,35.47,51.66,5.24,63.22,pigeonpeas
13.32,25.63,23.6,25.88,94.55,6.03,155.7,orange
5.96,29.79,187.12,19.26,92.5,5.96,197.37,apple
21.74,26.9,30.01,28.85,80.46,5.98,281.64,coconut
112.17,59.02,18.08,43.92,60.79,7.77,100.47,cotton
29.4,50.52,48.2,33.24,57.67,3.62,68.46,mothbeans
63.06,41.68,52.97,39.32,90.68,6.29,114.47,papaya
112.24,27.1,44.54,30.94,92.29,6.55,24.22,muskmelon
18.04,19.47,32.51,34.49,51.19,6.7,185.67,mango
76.06,62.95,76.61,30.62,88.47,6.7,244.28,jute
95.55,78.67,85.86,31.76,69.66,6.6,65.22,maize
98.63,31.94,54.49,22.35,81.55,6.08,208.21,coffee
30.31,184.26,219.33,35.41,83.31,6.03,111.62,grapes
111.7,26.52,58.13,15.89,80.25,6.45,237.2,coffee
21.26,18.59,152.02,5.03,90.89,6.01,141.84,apple
39.4,39.57,43.73,27.9,73.96,5.71,175.88,mango
111.89,35.09,62.38,24.87,85.94,6.21,177.89,coffee
32.9,52.88,65.85,26.41,34.76,3.83,40.54,mothbeans
34.05,23.99,37.23,25.73,76.28,7.07,108.49,mango
25.62,51.74,68.8,29.36,52.25,6.49,51.78,mothbeans
22.41,180.01,228.54,44.65,81.39,6.25,78.07,grapes
38.65,38.77,73.5,26.0,90.36,6.47,155.87,pomegranate
76.85,72.13,67.16,19.88,60.64,6.07,77.78,maize
82.86,38.4,53.08,22.81,84.86,6.14,226.14,rice
19.81,73.16,67.95,21.67,48.55,5.83,74.15,pigeonpeas
36.74,53.75,41.75,32.04,75.01,6.94,94.49,blackgram
4.23,35.0,186.44,23.3,91.39,6.93,106.33,apple
18.29,13.93,15.03,14.34,94.79,7.28,123.05,orange
30.9,57.9,43.68,39.41,29.3,4.39,70.68,mothbeans
10.67,15.15,62.59,33.47,91.01,6.64,118.25,pomegranate
67.25,51.99,82.23,27.77,75.25,5.78,107.72,maize
15.15,12.05,48.38,28.04,91.31,5.06,149.88,coconut
28.53,29.63,40.13,34.73,83.34,5.78,202.38,coconut
96.25,55.19,63.76,35.33,96.66,6.12,231.01,jute
41.93,45.24,28.88,33.29,79.48,5.13,95.62,blackgram
11.32,55.56,36.24,24.68,15.19,7.42,63.69,lentil
15.95,54.17,54.75,24.29,30.18,4.82,64.19,mothbeans
73.28,58.73,73.02,38.99,96.06,6.43,213.49,jute
20.62,13.83,196.13,14.21,91.82,6.63,125.74,apple
60.73,32.83,50.49,21.07,84.78,6.77,153.49,rice
76.08,64.4,78.83,32.85,79.52,7.04,85.07,maize
16.86,65.37,36.66,25.79,88.48,6.93,34.77,mungbean
11.09,29.44,165.69,3.55,91.07,5.66,168.31,apple
30.5,79.89,94.71,27.38,28.84,5.55,97.24,chickpea
100.16,18.13,42.7,26.74,94.92,6.47,54.69,muskmelon
99.47,49.18,45.1,32.73,97.16,6.68,179.61,jute
14.87,26.84,170.53,5.78,90.68,5.8,105.53,apple
4.22,24.33,18.75,20.09,90.68,6.76,112.65,orange
63.54,35.88,31.36,24.88,85.83,5.91,274.31,rice
89.47,45.59,40.37,27.22,89.59,6.42,76.17,watermelon
36.38,91.17,55.72,31.88,58.08,5.37,70.93,pigeonpeas
87.85,37.6,55.62,30.65,84.69,6.05,60.06,watermelon
11.69,59.64,57.81,21.9,87.64,6.61,62.76,mungbean
76.42,45.78,69.81,26.03,82.08,6.71,170.88,jute
33.55,95.68,108.21,25.74,22.2,6.53,77.5,chickpea
48.86,30.48,61.95,35.77,92.83,6.95,190.22,papaya
11.97,26.48,41.82,34.44,57.67,6.23,182.8,mango
12.27,78.51,79.68,33.39,68.86,6.56,95.0,pigeonpeas
14.64,19.04,34.98,29.96,57.64,6.48,134.81,mango
126.7,32.47,24.39,32.66,57.58,7.69,95.9,cotton
110.76,36.71,74.19,39.03,92.9,6.24,35.95,muskmelon
28.13,72.91,35.7,18.4,31.33,6.12,47.67,lentil
38.92,75.37,71.56,15.46,30.42,5.74,80.93,kidneybeans
30.72,64.56,69.71,23.6,40.86,5.83,77.34,pigeonpeas
114.56,36.07,69.48,17.05,90.33,6.4,214.9,coffee
34.35,86.26,75.12,16.77,38.13,5.84,74.89,chickpea
95.6,63.57,51.85,32.72,84.48,6.44,198.42,jute
58.01,17.98,52.31,25.85,93.17,6.25,130.42,papaya
30.44,25.04,45.11,36.83,94.05,7.42,227.12,coconut
94.99,65.87,88.17,31.58,79.94,6.2,106.03,maize
18.43,47.87,46.68,35.35,27.97,6.1,64.67,mothbeans
16.6,54.02,41.18,21.24,83.7,6.66,66.14,mungbean
30.63,69.79,51.87,33.99,58.7,6.41,53.18,mothbeans
37.28,29.48,43.27,20.98,90.78,6.57,173.54,pomegranate
14.84,64.15,36.6,23.55,19.46,7.11,31.01,lentil
35.58,15.95,47.49,29.64,71.68,6.14,189.65,mango
90.36,23.76,79.62,29.99,93.8,6.45,51.73,muskmelon
36.71,43.49,38.38,37.14,74.93,5.19,74.19,blackgram
31.64,62.48,64.05,34.55,53.54,5.3,99.4,pigeonpeas
13.66,45.68,46.35,32.91,52.55,4.6,34.23,mothbeans
21.16,122.07,195.52,36.88,81.01,5.62,88.21,grapes
19.38,66.17,36.96,20.26,87.64,6.82,68.12,mungbean
18.14,11.17,73.91,37.01,92.98,6.48,181.31,pomegranate
84.1,62.61,50.07,27.49,93.4,6.09,221.07,coffee
29.72,67.71,59.08,20.64,51.49,5.41,85.76,pigeonpeas
8.69,33.09,153.29,4.78,92.04,6.91,137.73,apple
96.98,79.13,88.33,26.06,75.86,7.19,79.15,maize
20.48,88.21,66.12,27.38,55.34,6.27,86.4,pigeonpeas
28.56,65.14,55.47,30.03,57.26,3.63,72.81,mothbeans
45.36,47.75,72.17,28.61,92.03,6.36,179.1,papaya
26.95,70.87,44.97,20.22,80.09,6.56,76.31,mungbean
84.01,42.3,45.41,33.53,91.71,6.23,45.58,muskmelon
26.66,162.21,225.88,16.63,84.32,5.96,103.59,grapes
111.36,23.3,63.65,35.45,94.45,6.84,44.33,muskmelon
13.27,57.46,29.51,27.13,36.76,6.45,64.35,lentil
115.25,49.3,58.93,18.23,93.56,6.45,207.86,coffee
66.15,40.96,72.55,34.87,91.03,6.74,169.97,papaya
22.87,61.64,50.89,32.64,81.72,6.7,50.6,mungbean
55.2,29.04,41.78,44.41,93.58,6.32,131.87,papaya
62.08,66.24,81.27,32.81,71.42,7.1,80.37,maize
24.18,24.14,182.11,6.14,90.55,6.69,109.9,apple
13.44,15.49,17.86,19.69,91.43,6.4,186.11,orange
39.93,63.55,30.64,21.01,16.99,7.32,46.59,lentil
81.68,76.19,81.97,31.71,69.76,6.88,110.95,maize
101.99,86.69,75.11,28.06,95.66,6.34,105.46,banana
111.24,37.81,22.44,39.65,61.87,7.05,82.58,cotton
24.85,68.37,62.43,35.69,26.62,5.42,53.35,mothbeans
15.39,166.25,247.06,26.61,80.41,6.43,78.82,grapes
83.72,54.91,71.73,34.48,57.74,6.81,79.51,maize
85.1,69.38,58.58,37.08,90.16,6.5,243.04,jute
16.3,13.49,49.4,24.35,74.08,7.08,122.69,mango
27.46,36.01,78.13,32.86,92.74,5.51,104.0,pomegranate
32.07,99.93,107.32,22.85,24.95,6.45,91.43,chickpea
24.54,66.63,107.83,27.0,31.39,6.19,76.47,chickpea
101.75,97.8,60.61,39.85,90.28,6.06,177.22,banana
33.78,76.32,58.31,37.28,85.21,7.18,67.87,mungbean
68.21,55.72,61.1,26.03,66.95,5.63,106.53,maize
23.57,23.47,12.3,27.37,92.21,7.42,114.16,orange
25.94,97.46,71.57,12.44,25.76,6.9,72.65,chickpea
33.99,21.61,53.19,30.66,92.47,5.82,209.22,coconut
17.09,16.35,44.72,29.12,65.18,5.83,195.57,mango
19.1,64.04,97.69,11.25,27.24,7.0,92.56,chickpea
19.11,29.66,38.22,29.23,86.63,5.17,295.7,coconut
90.9,33.71,25.68,16.48,86.95,6.38,241.2,coffee
65.21,42.44,40.83,34.06,92.59,6.99,189.8,jute
93.3,82.62,44.26,30.5,77.49,6.65,196.63,banana
108.87,69.67,26.58,15.64,93.89,6.42,276.95,coffee
97.27,23.29,56.45,33.65,95.0,6.49,28.34,muskmelon
12.45,39.31,184.29,20.83,91.25,6.41,158.52,apple
79.42,50.29,56.73,38.86,98.22,6.72,238.47,jute
19.36,28.2,56.11,33.14,84.87,5.88,106.68,coconut
24.79,76.17,91.24,23.93,18.32,6.2,118.54,kidneybeans
11.73,11.6,11.8,24.77,93.0,6.63,143.18,orange
92.56,54.21,30.78,20.46,83.76,6.0,295.51,coffee
26.13,27.27,42.9,24.27,78.81,5.59,105.74,mango
131.71,30.73,47.51,41.05,66.97,6.9,102.56,cotton
20.64,73.41,36.92,18.92,32.07,6.85,61.85,lentil
94.65,48.03,51.24,20.31,94.55,6.75,181.85,rice
20.29,70.52,20.76,25.35,22.22,6.08,54.39,lentil
61.0,51.99,79.44,25.61,88.47,6.31,240.51,jute
25.38,24.71,14.23,13.63,91.58,7.46,125.68,orange
20.36,90.45,78.63,25.43,64.88,5.38,92.29,pigeonpeas
128.59,65.77,36.38,43.68,61.43,6.15,104.57,cotton
37.79,34.45,52.93,39.61,93.54,5.61,103.52,pomegranate
18.09,12.29,194.69,13.25,93.35,6.75,115.03,apple
116.82,37.38,58.72,25.49,93.95,6.08,22.74,muskmelon
75.03,62.74,61.21,35.27,85.2,6.94,203.01,jute
10.29,48.52,43.58,25.64,27.71,5.58,39.47,mothbeans
19.39,75.76,23.95,25.58,33.29,7.02,40.09,lentil
15.61,66.67,28.74,21.26,23.8,7.31,66.21,lentil
14.3,25.27,15.17,22.02,94.96,7.03,184.14,orange
13.38,88.15,91.63,16.45,25.74,5.52,98.75,kidneybeans
22.79,68.46,22.45,16.32,18.47,6.78,38.56,lentil
26.88,11.99,57.66,28.55,83.37,6.67,252.82,coconut
34.63,18.71,32.17,35.65,85.65,5.3,226.76,coconut
109.94,89.3,48.64,39.51,92.88,6.94,142.71,banana
12.89,21.09,16.57,28.01,93.22,6.5,175.49,orange
82.56,55.73,46.36,26.71,86.26,6.29,225.11,coffee
23.0,183.98,231.76,23.77,81.67,5.97,109.18,grapes
78.47,30.46,69.36,33.22,91.78,6.41,140.92,papaya
33.55,14.0,33.93,34.43,88.4,7.37,247.76,coconut
12.36,21.21,39.96,28.7,92.74,6.56,286.66,coconut
34.18,12.64,51.42,31.79,84.42,5.15,197.45,coconut
38.47,62.43,76.95,24.09,55.0,5.84,66.87,pigeonpeas
149.1,33.85,41.51,36.04,71.14,7.32,65.81,cotton
92.84,53.05,69.09,28.31,82.0,6.35,190.3,jute
51.2,14.24,44.49,30.82,93.07,6.8,189.93,papaya
83.35,40.93,44.0,38.1,91.52,6.65,39.5,muskmelon
98.73,44.32,53.7,28.27,94.92,6.91,21.16,muskmelon
95.38,60.29,53.64,32.7,96.81,6.88,166.04,jute
117.83,17.88,75.01,35.27,84.54,6.31,134.96,watermelon
80.99,97.87,69.01,37.55,99.36,6.96,106.53,banana
101.54,58.95,55.75,40.09,72.51,7.34,109.51,cotton
15.18,17.76,58.72,23.13,92.94,7.07,174.81,pomegranate
109.98,45.49,60.54,20.68,82.48,6.28,292.85,coffee
29.28,44.94,166.47,14.69,94.24,6.16,101.8,apple
113.01,29.41,61.74,28.88,81.82,5.63,121.41,watermelon
35.98,49.8,20.32,35.57,77.01,5.26,83.07,blackgram
60.22,41.28,49.76,25.83,90.67,6.86,223.68,jute
95.32,67.21,49.48,19.48,92.51,6.46,191.1,coffee
15.48,50.83,62.59,34.52,45.34,5.35,72.17,mothbeans
66.11,37.38,34.82,22.8,84.28,5.76,284.51,rice
117.83,15.3,70.99,28.24,89.34,6.58,125.38,watermelon
55.92,42.52,31.79,25.4,65.25,6.65,84.1,blackgram
13.81,22.83,33.22,35.21,72.77,5.71,145.68,mango
36.05,27.86,56.59,32.96,89.7,6.64,110.24,coconut
15.66,26.85,67.71,29.71,92.17,6.16,184.17,pomegranate
87.66,25.45,59.39,29.68,83.21,6.95,114.16,watermelon
30.18,77.75,104.73,13.54,32.01,6.76,97.78,chickpea
28.67,91.25,93.13,17.2,43.96,6.45,95.53,kidneybeans
22.57,33.28,36.77,33.02,56.15,6.98,95.75,mango
16.28,62.0,103.75,29.72,43.38,6.78,89.68,kidneybeans
102.31,21.61,73.12,34.75,94.85,6.25,39.43,muskmelon
85.24,40.65,77.3,39.16,83.69,5.7,101.84,watermelon
32.37,20.11,49.43,32.53,87.38,5.52,155.74,coconut
33.17,126.04,237.93,23.82,82.98,5.63,78.62,grapes
133.03,54.59,53.21,32.53,81.11,6.72,106.34,cotton
38.76,10.64,69.55,39.09,94.31,5.79,132.68,pomegranate
26.39,12.74,45.13,33.32,55.6,5.88,110.27,mango
102.44,46.68,61.17,27.76,88.22,6.38,164.96,coffee
54.1,68.14,22.55,29.4,66.07,5.53,69.17,blackgram
96.45,98.16,48.7,30.5,84.77,6.96,195.47,banana
29.23,38.61,73.58,27.37,93.22,5.8,156.05,pomegranate
15.01,66.7,71.47,24.73,31.26,6.21,93.77,chickpea
17.56,75.25,73.33,27.85,66.68,5.69,74.77,pigeonpeas
84.39,26.09,49.72,19.48,80.7,6.27,208.18,coffee
38.7,80.02,87.31,21.87,24.68,6.05,94.79,kidneybeans
34.2,79.39,52.63,27.08,85.91,6.86,33.92,mungbean
69.75,48.94,62.42,30.37,93.49,6.06,162.39,jute
26.33,98.51,73.02,20.49,25.21,5.79,85.63,kidneybeans
119.12,67.38,34.45,33.93,68.38,7.13,83.53,cotton
20.44,12.54,169.81,24.1,92.69,5.93,112.03,apple
21.07,18.48,40.82,35.78,87.86,6.72,270.6,coconut
28.82,76.8,51.83,27.79,64.4,5.2,62.78,pigeonpeas
28.97,10.59,174.06,8.33,92.25,6.36,143.56,apple
72.99,26.09,44.1,26.23,90.26,6.38,133.72,papaya
75.05,32.51,53.31,28.38,86.36,6.86,166.68,rice
37.58,74.14,71.59,26.84,59.66,5.68,72.9,pigeonpeas
2.57,17.34,187.92,0.55,94.08,5.52,165.71,apple
39.43,65.98,54.13,32.87,85.93,6.25,52.74,mungbean
11.57,90.7,86.66,27.33,45.21,5.82,106.29,kidneybeans
117.93,73.65,46.46,39.41,88.44,5.52,125.76,banana
115.09,91.13,58.69,26.6,91.24,6.8,182.82,banana
88.98,30.01,73.62,35.22,87.89,6.03,90.47,watermelon
25.37,24.62,42.5,39.14,67.39,6.58,95.54,mango
14.26,60.47,86.88,19.43,33.55,6.37,81.75,kidneybeans
96.32,17.65,60.68,38.53,88.04,5.6,119.26,watermelon
17.83,21.87,13.28,13.09,94.9,6.59,122.74,orange
26.07,54.28,40.61,34.91,87.89,6.51,75.69,mungbean
17.97,36.87,32.07,34.51,77.21,5.84,196.52,mango
13.79,187.4,205.35,32.44,82.35,5.8,97.12,grapes
17.71,58.54,53.8,36.52,35.82,5.75,74.11,mothbeans
34.17,83.41,104.73,14.12,16.91,5.9,62.28,chickpea
76.34,61.18,67.79,30.3,64.88,5.66,73.21,maize
